,year,rank,name,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,artist_genres,artist_popularity,artist_followers,playlist
10,2012,11,Wild Ones (feat. Sia),Flo Rida,spotify:track:1NpW5kyvO4XrNJ3rnfcNy3,0.608,0.86,5,-5.324,0,0.0554,0.0991,0.0,0.262,0.437,127.075,232947,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",76,8860312,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
11,2012,12,Set Fire to the Rain,Adele,spotify:track:73CMRj62VK8nUS4ezD2wvi,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,242974,"['british soul', 'pop', 'pop soul', 'uk pop']",83,52649190,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
12,2012,13,Sexy And I Know It,LMFAO,spotify:track:0obBFrPYkSoBJbvHfUIhkv,0.707,0.861,7,-4.225,1,0.316,0.1,0.0,0.191,0.795,130.021,199480,"['dance pop', 'pop', 'pop rap']",63,4251786,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
13,2012,14,Some Nights,fun.,spotify:track:6t6oULCRS6hnI7rm0h5gwl,0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,277040,"['baroque pop', 'metropopolis']",64,3418456,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
14,2012,15,Wide Awake,Katy Perry,spotify:track:5JLv62qFIS1DR3zGEcApRt,0.514,0.683,5,-5.099,1,0.0367,0.0749,2.64e-06,0.392,0.575,159.814,220947,['pop'],81,30462395,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
15,2012,16,Good Feeling,Flo Rida,spotify:track:2LEF1A8DOZ9wRYikWgVlZ8,0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,248133,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",76,8860312,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
16,2012,17,One More Night,Maroon 5,spotify:track:4XNrMwGx1SqP01sqkGTDmo,0.718,0.82,5,-3.453,0,0.0323,0.0444,0.0,0.0846,0.613,92.998,219467,['pop'],82,41729321,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
17,2012,18,Drive By,Train,spotify:track:0KAiuUOrLTIkzkpfpn9jb9,0.765,0.837,1,-3.113,0,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,195973,"['dance pop', 'neo mellow', 'pop', 'pop rock']",70,4333405,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
18,2012,19,The Motto,Drake,spotify:track:4Kz4RdRCceaA9VgTqBhBfa,0.766,0.442,1,-8.558,1,0.356,0.000107,6.12e-05,0.111,0.39,201.8,181573,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",95,82201449,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
19,2012,20,Where Have You Been,Rihanna,spotify:track:5WQQIDU3HRaMyPkob8mpFb,0.719,0.847,0,-6.34,0,0.0916,0.00201,0.0204,0.221,0.444,127.963,242680,"['barbadian pop', 'pop', 'urban contemporary']",87,58623404,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
20,2012,21,Everybody Talks,Neon Trees,spotify:track:2iUmqdfGZcHIhS3b9E9EWq,0.471,0.924,8,-3.906,1,0.0586,0.00301,0.0,0.313,0.725,154.961,177280,"['modern rock', 'neo mellow', 'pop rock', 'pov: indie']",62,1248931,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
21,2012,22,Take Care,Drake,spotify:track:124NFj84ppZ5pAxTuVQYCQ,0.629,0.515,0,-10.358,0,0.265,0.0267,1.22e-05,0.0888,0.299,121.845,277387,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",95,82201449,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
22,2012,23,Titanium (feat. Sia),David Guetta,spotify:track:0lHAMNU8RGiIObScrsRgmP,0.604,0.788,0,-3.673,0,0.103,0.0678,0.153,0.127,0.301,126.06,245040,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",85,26460778,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
23,2012,24,I Won't Give Up,Jason Mraz,spotify:track:53QF56cjZA9RTuuMZDrSA6,0.483,0.303,4,-10.058,1,0.0429,0.694,0.0,0.115,0.139,133.406,240166,"['acoustic pop', 'dance pop', 'neo mellow', 'pop']",69,7282258,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
24,2012,25,It Will Rain,Bruno Mars,spotify:track:0RUGuh2uSNFJpGMSsD1F5C,0.576,0.835,2,-6.826,1,0.0486,0.337,0.0,0.082,0.476,150.017,257720,"['dance pop', 'pop']",86,52305779,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
25,2012,26,Mercy,Kanye West,spotify:track:4qikXelSRKvoCqFcHLB2H2,0.563,0.496,6,-9.381,0,0.406,0.0685,5.8e-05,0.173,0.426,139.993,329320,"['chicago rap', 'hip hop', 'rap']",89,22095331,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
26,2012,27,Boyfriend,Justin Bieber,spotify:track:3UGIZ8qcrMTwzLbx6Kttqt,0.717,0.55,10,-6.019,0,0.0521,0.0358,0.00196,0.126,0.332,96.976,171333,"['canadian pop', 'pop']",87,74713042,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
27,2012,28,Party Rock Anthem,LMFAO,spotify:track:0IkKz2J93C94Ei4BvDop7P,0.75,0.727,5,-4.21,0,0.142,0.0189,0.0,0.266,0.359,129.993,262173,"['dance pop', 'pop', 'pop rap']",63,4251786,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
28,2012,29,Too Close,Alex Clare,spotify:track:4sK96UnGx3NjBaqvfTG2dm,0.584,0.712,11,-4.311,0,0.0395,0.0112,1.05e-06,0.114,0.286,126.043,256560,['modern alternative rock'],49,615268,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
29,2012,30,Part Of Me,Katy Perry,spotify:track:1nZzRJbFvCEct3uzu04ZoL,0.678,0.918,5,-4.63,1,0.0355,0.000417,0.0,0.0744,0.769,130.028,216160,['pop'],81,30462395,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
30,2012,31,"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,spotify:track:5HQVUIKwCEXpe7JIHyY734,0.715,0.655,0,-6.425,1,0.137,0.0525,0.0,0.115,0.531,95.078,207333,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",79,10575074,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
31,2012,32,We Are Never Ever Getting Back Together,Taylor Swift,spotify:track:7AEAGTc8cReDqcbPoY9gwo,0.628,0.676,7,-5.911,1,0.0916,0.00957,2.65e-05,0.102,0.75,85.984,191880,['pop'],100,93162122,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
32,2012,33,As Long As You Love Me,Justin Bieber,spotify:track:0pwYLVXVknPSGUQb39cePC,0.571,0.873,0,-3.382,0,0.1,0.0811,0.0,0.361,0.613,139.691,229467,"['canadian pop', 'pop']",87,74713042,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
33,2012,34,Turn Me On (feat. Nicki Minaj),David Guetta,spotify:track:6JOlNkT0QdHeZB0wPbI9IR,0.705,0.794,8,-2.266,1,0.0593,0.0488,0.0,0.575,0.412,127.961,199680,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",85,26460778,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
34,2012,35,Moves Like Jagger,Maroon 5,spotify:track:64QftS2rGzpynevjuCsJXW,0.72,0.748,11,-4.468,0,0.0464,0.0124,0.0,0.312,0.614,128.008,201240,['pop'],82,41729321,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
35,2012,36,Blow Me (One Last Kiss),P!nk,spotify:track:4k80K0b6KZ2QjAYkXON7q6,0.597,0.919,7,-2.954,1,0.0439,0.000145,0.0,0.282,0.729,113.991,255587,"['dance pop', 'pop']",78,16103521,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
36,2012,37,Good Time,Owl City,spotify:track:1kPpge9JDLpcj15qgrPbYX,0.56,0.872,3,-4.269,1,0.14,0.0239,6.98e-06,0.371,0.682,126.05,205933,"['indietronica', 'pop']",65,2395205,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
37,2012,38,Give Your Heart a Break,Demi Lovato,spotify:track:3sP3c86WFjOzHHnbhhZcLA,0.651,0.695,6,-3.218,1,0.0487,0.23,0.0,0.144,0.569,123.008,205347,"['pop', 'post-teen pop']",76,26354431,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
38,2012,39,Ni**as In Paris,JAY-Z,spotify:track:1auxYwYrFRqZP7t3s7w4um,0.789,0.858,1,-5.542,1,0.311,0.127,0.0,0.349,0.775,140.022,219333,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",81,8749468,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
39,2012,40,The One That Got Away,Katy Perry,spotify:track:3oL3XRtkP1WVbMxf7dtTdu,0.687,0.792,1,-4.023,0,0.0353,0.000802,0.0,0.2,0.864,133.962,227333,['pop'],81,30462395,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
40,2012,41,Feel So Close - Radio Edit,Calvin Harris,spotify:track:1gihuPhrLraKYrJMAEONyc,0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937,206413,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",82,23447732,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
41,2012,42,Someone Like You,Adele,spotify:track:1zwMYTA5nlNjZxYrvBB2pV,0.556,0.319,9,-8.251,1,0.0281,0.893,0.0,0.0996,0.294,135.187,285240,"['british soul', 'pop', 'pop soul', 'uk pop']",83,52649190,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
42,2012,43,Scream,USHER,spotify:track:12eMQUn2GzfsfsQLH53M19,0.616,0.862,7,-5.18,0,0.0973,0.00117,0.0,0.179,0.569,127.992,234693,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",78,10850022,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
43,2012,44,Rack City,Tyga,spotify:track:0srwKuJPH8yBzzFUJMBQM2,0.929,0.339,1,-10.881,1,0.371,0.0373,1.96e-05,0.187,0.273,98.986,203200,"['hip hop', 'pop rap', 'rap', 'trap']",77,6917983,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
44,2012,45,Domino,Jessie J,spotify:track:6MAdEUilV2p9RQUqE5bMAK,0.757,0.547,7,-4.573,1,0.0355,0.0115,0.0,0.0445,0.793,126.977,231693,"['dance pop', 'pop']",68,11695127,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
45,2012,46,Gangnam Style (강남스타일),PSY,spotify:track:03UrZgTINDqvnUMbbIMhql,0.727,0.937,11,-2.871,0,0.286,0.00417,0.0,0.091,0.749,132.067,219493,"['k-rap', 'korean old school hip hop']",60,1651658,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
46,2012,47,International Love (feat. Chris Brown),Pitbull,spotify:track:62zFEHfAYl5kdHYOivj4BC,0.67,0.855,0,-3.035,0,0.0499,0.0124,0.0,0.335,0.648,120.05,227280,"['dance pop', 'miami hip hop', 'pop']",80,10299733,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
47,2012,48,Home,Phillip Phillips,spotify:track:1EAgPzRbK9YmdOESSMUm6P,0.606,0.826,0,-6.04,1,0.0307,0.0256,1.56e-05,0.117,0.322,121.04,210173,"['folk-pop', 'neo mellow', 'pop rock']",59,1111283,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
48,2012,49,Without You (feat. Usher),David Guetta,spotify:track:1tAutlhI9FwnKn7fVgmd5P,0.608,0.614,2,-3.727,1,0.0285,0.227,3.82e-06,0.157,0.402,127.885,208133,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",85,26460778,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
49,2012,50,Ass Back Home (feat. Neon Hitch),Gym Class Heroes,spotify:track:3bfqkspKABT4pPicm6wC9F,0.716,0.838,10,-4.289,1,0.0513,0.134,0.0,0.148,0.646,130.034,222213,"['dance pop', 'pop rap']",66,1474261,https://open.spotify.com/playlist/06q0ylRXnaaxNntx6DfMmb?si=26cb0da95c8c4038&pt=45ce7953c234a41fef3e49dfab2e82de
50,2013,1,Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,spotify:track:1CmUZGtH29Kx36C1Hleqlz,0.781,0.526,6,-6.985,0,0.293,0.0619,0.0,0.0457,0.662,94.992,235613,"['pop rap', 'seattle hip hop']",71,2622429,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
51,2013,2,Blurred Lines,Robin Thicke,spotify:track:5PUvinSo4MNqW7vmomGRS7,0.861,0.504,7,-7.707,1,0.0489,0.00412,1.78e-05,0.0783,0.881,120.0,263053,"['dance pop', 'neo soul', 'pop rap', 'r&b', 'urban contemporary']",60,1954458,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
52,2013,3,Radioactive,Imagine Dragons,spotify:track:62yJjFtgkhUrXktIoSjgP2,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,186813,"['modern rock', 'pop', 'rock']",84,51152394,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
53,2013,4,Harlem Shake,Baauer,spotify:track:01XFgRZfZI7oBagNf1Loml,0.452,0.794,0,-5.151,1,0.0483,0.0111,0.00182,0.416,0.282,137.825,196664,"['electro house', 'electronic trap']",49,193873,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
54,2013,5,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,spotify:track:3bidbhpOYeV4knp8AIu8Xn,0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078,258343,"['pop rap', 'seattle hip hop']",71,2622429,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
55,2013,6,Mirrors,Justin Timberlake,spotify:track:4rHZZAmHpZrA3iH5zx8frV,0.574,0.512,5,-6.664,0,0.0503,0.234,0.0,0.0946,0.512,76.899,484147,"['dance pop', 'pop']",78,13470511,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
56,2013,7,Just Give Me a Reason (feat. Nate Ruess),P!nk,spotify:track:1mKXFLRA179hdOWQBwUk9e,0.778,0.547,2,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002,242733,"['dance pop', 'pop']",78,16103521,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
57,2013,8,When I Was Your Man,Bruno Mars,spotify:track:0nJW01T7XtvILxQgC5J7Wh,0.612,0.28,0,-8.648,1,0.0434,0.932,0.0,0.088,0.387,72.795,213827,"['dance pop', 'pop']",86,52305779,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
58,2013,9,Cruise,Florida Georgia Line,spotify:track:5BhsEd82G0Mnim0IUH6xkT,0.457,0.948,10,-3.364,1,0.0354,0.0191,0.0,0.0536,0.878,148.0,208960,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",71,5427204,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
59,2013,10,Roar,Katy Perry,spotify:track:27tNWlhdAryQY04Gb2ZhUI,0.671,0.771,7,-4.821,0,0.0316,0.00492,7.28e-06,0.354,0.436,90.003,223546,['pop'],81,30462395,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
60,2013,11,Locked out of Heaven,Bruno Mars,spotify:track:3w3y8KPTfNeOKPiqUTakBh,0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994,233478,"['dance pop', 'pop']",86,52305779,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
61,2013,12,Ho Hey,The Lumineers,spotify:track:1K3LRUEcUz5FMtPYyg0F45,0.682,0.471,0,-9.182,1,0.0301,0.765,0.0,0.0908,0.421,79.907,163133,"['folk-pop', 'modern rock', 'stomp and holler']",76,5279870,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
62,2013,13,Stay,Rihanna,spotify:track:0GNI8K3VATWBABQFAzBAYe,0.621,0.31,9,-10.164,0,0.0283,0.945,6.12e-05,0.117,0.125,111.893,240707,"['barbadian pop', 'pop', 'urban contemporary']",87,58623404,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
63,2013,14,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],Daft Punk,spotify:track:2Foc5Q5nqNiosCNqttzHof,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,248413,"['electro', 'filter house', 'rock']",78,9708491,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
64,2013,15,Royals,Lorde,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,0.674,0.428,7,-9.504,1,0.122,0.121,0.0,0.132,0.337,84.878,190185,"['art pop', 'metropopolis', 'nz pop', 'pop']",74,10000283,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
65,2013,16,I Knew You Were Trouble.,Taylor Swift,spotify:track:3lKZf71jeNi14udIFPJ29V,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019,219720,['pop'],100,93162122,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
66,2013,17,We Can't Stop,Miley Cyrus,spotify:track:2y4lAQpi5VTNLu2ldeTdUH,0.613,0.622,1,-5.794,0,0.0334,0.00882,0.0,0.37,0.484,80.003,231240,['pop'],82,22682874,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
67,2013,18,Wake Me Up,Avicii,spotify:track:0nrRP2bk19rLc0orkWPQk2,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427,"['dance pop', 'edm', 'pop', 'pop dance']",78,23211510,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
68,2013,19,Suit & Tie (feat. Jay-Z),Justin Timberlake,spotify:track:6vt0I1cw1YmAIKDJvHVIM5,0.795,0.596,11,-3.799,0,0.219,0.103,0.0,0.164,0.357,101.985,326280,"['dance pop', 'pop']",78,13470511,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
69,2013,20,Cups - Movie Version,Anna Kendrick,spotify:track:7FSRqo6WcCBpGbrOkCOiky,0.927,0.329,7,-13.676,1,0.156,0.554,2.87e-05,0.0302,0.791,129.998,76947,"['hollywood', 'movie tunes']",63,345190,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
70,2013,21,Holy Grail,JAY-Z,spotify:track:1q9bLSeIlGf2xBvbOkp2Wr,0.676,0.534,2,-6.901,0,0.0831,0.0594,8.59e-06,0.256,0.156,145.082,338413,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",81,8749468,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
71,2013,22,Scream & Shout,will.i.am,spotify:track:2iJuuzV8P9Yz0VSurttIV5,0.772,0.685,5,-6.849,1,0.0696,0.019,8.96e-05,0.131,0.501,130.033,283400,"['dance pop', 'pop']",70,4147589,https://open.spotify.com/playlist/7A2y24vTcfs2PeHc3YkjYe?si=cd22b32301ac404a
